X,Y,click
243.0,25.0,0.0
239.0,21.0,0.0
235.0,16.0,0.0
231.0,10.0,0.0
227.0,3.0,0.0
223.0,-5.0,0.0
219.0,-14.0,0.0
215.0,-24.0,0.0
211.0,-34.0,0.0
207.0,-44.0,0.0
203.0,-54.0,1.0
203.0,-54.0,0.0
199.0,-45.0,0.0
195.0,-37.0,0.0
191.0,-30.0,0.0
187.0,-24.0,0.0
183.0,-19.0,0.0
179.0,-15.0,0.0
175.0,-12.0,0.0
171.0,-10.0,0.0
167.0,-9.0,0.0
163.0,-9.0,0.0
159.0,-10.0,0.0
155.0,-12.0,1.0
155.0,-12.0,0.0
151.0,-3.0,0.0
147.0,5.0,0.0
143.0,12.0,0.0
139.0,18.0,0.0
135.0,23.0,0.0
131.0,27.0,0.0
127.0,30.0,0.0
123.0,32.0,1.0
123.0,32.0,0.0
119.0,41.0,0.0
115.0,49.0,0.0
111.0,56.0,0.0
107.0,62.0,0.0
103.0,67.0,0.0
99.0,71.0,0.0
95.0,74.0,0.0
91.0,76.0,0.0
87.0,77.0,0.0
83.0,77.0,0.0
79.0,76.0,0.0
75.0,74.0,0.0
71.0,71.0,0.0
67.0,67.0,0.0
63.0,62.0,0.0
59.0,56.0,1.0
59.0,56.0,0.0
55.0,65.0,0.0
51.0,73.0,0.0
47.0,80.0,0.0
43.0,86.0,0.0
39.0,91.0,0.0
35.0,95.0,0.0
31.0,98.0,0.0
27.0,100.0,0.0
23.0,101.0,0.0
19.0,101.0,0.0
15.0,100.0,0.0
11.0,98.0,0.0
7.0,95.0,0.0
3.0,91.0,0.0
143.0,184.0,0.0
139.0,178.0,0.0
135.0,171.0,1.0
135.0,171.0,0.0
131.0,180.0,0.0
127.0,188.0,0.0
123.0,195.0,0.0
119.0,201.0,0.0
115.0,206.0,0.0
111.0,210.0,0.0
107.0,213.0,0.0
103.0,215.0,0.0
99.0,216.0,0.0
95.0,216.0,0.0
91.0,215.0,0.0
87.0,213.0,0.0
83.0,210.0,0.0
79.0,206.0,0.0
75.0,201.0,0.0
71.0,195.0,0.0
67.0,188.0,0.0
63.0,180.0,0.0
59.0,171.0,0.0
55.0,161.0,0.0
51.0,151.0,0.0
47.0,141.0,0.0
43.0,131.0,0.0
39.0,121.0,0.0
35.0,111.0,0.0
31.0,101.0,0.0
27.0,91.0,1.0
27.0,91.0,0.0
23.0,100.0,0.0
19.0,108.0,0.0
15.0,115.0,0.0
11.0,121.0,0.0
7.0,126.0,0.0
3.0,130.0,0.0
149.0,114.0,0.0
431.0,-10.0,0.0
427.0,-2.0,0.0
423.0,5.0,0.0
419.0,11.0,0.0
415.0,16.0,0.0
411.0,20.0,0.0
407.0,23.0,0.0
403.0,25.0,0.0
399.0,26.0,0.0
395.0,26.0,0.0
391.0,25.0,0.0
387.0,23.0,0.0
383.0,20.0,0.0
379.0,16.0,0.0
375.0,11.0,0.0
371.0,5.0,0.0
367.0,-2.0,1.0
367.0,-2.0,0.0
363.0,7.0,0.0
359.0,15.0,0.0
355.0,22.0,0.0
351.0,28.0,0.0
347.0,33.0,0.0
343.0,37.0,0.0
339.0,40.0,0.0
335.0,42.0,0.0
331.0,43.0,0.0
327.0,43.0,0.0
323.0,42.0,0.0
319.0,40.0,0.0
315.0,37.0,0.0
311.0,33.0,0.0
307.0,28.0,0.0
303.0,22.0,1.0
303.0,22.0,0.0
299.0,31.0,0.0
295.0,39.0,0.0
291.0,46.0,0.0
287.0,52.0,0.0
283.0,57.0,0.0
279.0,61.0,0.0
275.0,64.0,0.0
271.0,66.0,0.0
267.0,67.0,0.0
263.0,67.0,0.0
259.0,66.0,0.0
255.0,64.0,0.0
251.0,61.0,0.0
247.0,57.0,0.0
243.0,52.0,0.0
239.0,46.0,0.0
235.0,39.0,0.0
231.0,31.0,0.0
227.0,22.0,0.0
223.0,12.0,1.0
223.0,12.0,0.0
219.0,21.0,0.0
215.0,29.0,0.0
211.0,36.0,0.0
207.0,42.0,0.0
203.0,47.0,0.0
199.0,51.0,0.0
195.0,54.0,0.0
191.0,56.0,0.0
187.0,57.0,0.0
183.0,57.0,0.0
179.0,56.0,0.0
175.0,54.0,0.0
171.0,51.0,0.0
167.0,47.0,0.0
163.0,42.0,0.0
159.0,36.0,0.0
155.0,29.0,1.0
155.0,29.0,0.0
151.0,38.0,0.0
147.0,46.0,0.0
143.0,53.0,0.0
139.0,59.0,0.0
135.0,64.0,0.0
131.0,68.0,0.0
127.0,71.0,0.0
123.0,73.0,0.0
119.0,74.0,0.0
115.0,74.0,0.0
111.0,73.0,0.0
107.0,71.0,0.0
103.0,68.0,0.0
99.0,64.0,0.0
95.0,59.0,0.0
91.0,53.0,1.0
91.0,53.0,0.0
87.0,62.0,0.0
83.0,70.0,0.0
79.0,77.0,0.0
75.0,83.0,0.0
71.0,88.0,0.0
67.0,92.0,0.0
63.0,95.0,0.0
59.0,97.0,0.0
55.0,98.0,0.0
51.0,98.0,0.0
47.0,97.0,0.0
43.0,95.0,0.0
39.0,92.0,0.0
35.0,88.0,0.0
31.0,83.0,0.0
27.0,77.0,0.0
23.0,70.0,0.0
19.0,62.0,1.0
19.0,62.0,0.0
15.0,71.0,0.0
11.0,79.0,0.0
7.0,86.0,0.0
3.0,92.0,0.0
143.0,91.0,0.0
139.0,95.0,0.0
135.0,98.0,0.0
131.0,100.0,0.0
127.0,101.0,0.0
123.0,101.0,0.0
119.0,100.0,0.0
115.0,98.0,0.0
111.0,95.0,0.0
107.0,91.0,0.0
103.0,86.0,0.0
99.0,80.0,0.0
95.0,73.0,0.0
91.0,65.0,0.0
87.0,56.0,1.0
87.0,56.0,0.0
83.0,65.0,0.0
79.0,73.0,0.0
75.0,80.0,0.0
71.0,86.0,0.0
67.0,91.0,0.0
63.0,95.0,0.0
59.0,98.0,0.0
55.0,100.0,0.0
51.0,101.0,0.0
47.0,101.0,0.0
43.0,100.0,0.0
39.0,98.0,0.0
35.0,95.0,0.0
31.0,91.0,0.0
27.0,86.0,0.0
23.0,80.0,0.0
19.0,73.0,0.0
15.0,65.0,0.0
11.0,56.0,1.0
11.0,56.0,0.0
7.0,65.0,0.0
3.0,73.0,0.0
149.0,66.0,0.0
145.0,72.0,0.0
141.0,77.0,0.0
137.0,81.0,0.0
133.0,84.0,0.0
129.0,86.0,0.0
125.0,87.0,0.0
121.0,87.0,0.0
117.0,86.0,0.0
113.0,84.0,0.0
109.0,81.0,0.0
105.0,77.0,0.0
101.0,72.0,0.0
97.0,66.0,0.0
93.0,59.0,0.0
89.0,51.0,0.0
85.0,42.0,1.0
85.0,42.0,0.0
81.0,51.0,0.0
77.0,59.0,0.0
73.0,66.0,0.0
69.0,72.0,0.0
65.0,77.0,0.0
61.0,81.0,0.0
57.0,84.0,0.0
53.0,86.0,0.0
49.0,87.0,0.0
45.0,87.0,0.0
41.0,86.0,0.0
37.0,84.0,0.0
33.0,81.0,0.0
29.0,77.0,0.0
25.0,72.0,0.0
21.0,66.0,0.0
17.0,59.0,0.0
13.0,51.0,1.0
13.0,51.0,0.0
9.0,60.0,0.0
5.0,68.0,0.0
1.0,75.0,0.0
141.0,132.0,0.0
137.0,137.0,0.0
133.0,141.0,0.0
129.0,144.0,0.0
125.0,146.0,0.0
121.0,147.0,0.0
117.0,147.0,0.0
113.0,146.0,0.0
109.0,144.0,0.0
105.0,141.0,0.0
101.0,137.0,0.0
97.0,132.0,0.0
93.0,126.0,0.0
89.0,119.0,0.0
85.0,111.0,0.0
81.0,102.0,0.0
77.0,92.0,0.0
73.0,82.0,0.0
69.0,72.0,0.0
65.0,62.0,0.0
61.0,52.0,0.0
57.0,42.0,1.0
57.0,42.0,0.0
53.0,51.0,0.0
49.0,59.0,0.0
45.0,66.0,0.0
41.0,72.0,0.0
37.0,77.0,0.0
33.0,81.0,0.0
29.0,84.0,0.0
25.0,86.0,0.0
21.0,87.0,0.0
17.0,87.0,0.0
13.0,86.0,0.0
9.0,84.0,0.0
5.0,81.0,0.0
1.0,77.0,0.0
149.0,67.0,0.0
145.0,61.0,0.0
141.0,54.0,0.0
137.0,46.0,1.0
137.0,46.0,0.0
133.0,55.0,0.0
129.0,63.0,0.0
125.0,70.0,0.0
121.0,76.0,0.0
117.0,81.0,0.0
113.0,85.0,0.0
109.0,88.0,0.0
105.0,90.0,0.0
101.0,91.0,0.0
97.0,91.0,0.0
93.0,90.0,0.0
89.0,88.0,0.0
85.0,85.0,0.0
81.0,81.0,0.0
77.0,76.0,0.0
73.0,70.0,0.0
69.0,63.0,1.0
69.0,63.0,0.0
65.0,72.0,0.0
61.0,80.0,0.0
57.0,87.0,0.0
53.0,93.0,0.0
49.0,98.0,0.0
45.0,102.0,0.0
41.0,105.0,0.0
37.0,107.0,0.0
33.0,108.0,0.0
29.0,108.0,0.0
25.0,107.0,0.0
21.0,105.0,0.0
17.0,102.0,0.0
13.0,98.0,0.0
9.0,93.0,0.0
5.0,87.0,0.0
1.0,80.0,0.0
141.0,87.0,0.0
137.0,78.0,1.0
137.0,78.0,0.0
133.0,87.0,0.0
129.0,95.0,0.0
125.0,102.0,0.0
121.0,108.0,0.0
117.0,113.0,0.0
113.0,117.0,0.0
109.0,120.0,0.0
105.0,122.0,0.0
101.0,123.0,0.0
97.0,123.0,0.0
93.0,122.0,0.0
89.0,120.0,0.0
85.0,117.0,0.0
81.0,113.0,0.0
77.0,108.0,0.0
73.0,102.0,0.0
69.0,95.0,0.0
65.0,87.0,0.0
61.0,78.0,1.0
61.0,78.0,0.0
57.0,87.0,0.0
53.0,95.0,0.0
49.0,102.0,0.0
45.0,108.0,0.0
41.0,113.0,0.0
37.0,117.0,0.0
33.0,120.0,0.0
29.0,122.0,0.0
25.0,123.0,0.0
21.0,123.0,0.0
17.0,122.0,0.0
13.0,120.0,0.0
9.0,117.0,0.0
5.0,113.0,0.0
1.0,108.0,0.0
149.0,47.0,0.0
145.0,40.0,0.0
141.0,32.0,0.0
137.0,23.0,0.0
133.0,13.0,1.0
133.0,13.0,0.0
129.0,22.0,0.0
125.0,30.0,0.0
121.0,37.0,0.0
117.0,43.0,0.0
113.0,48.0,0.0
109.0,52.0,0.0
105.0,55.0,0.0
101.0,57.0,0.0
97.0,58.0,0.0
93.0,58.0,0.0
89.0,57.0,0.0
85.0,55.0,0.0
81.0,52.0,1.0
81.0,52.0,0.0
77.0,61.0,0.0
73.0,69.0,0.0
69.0,76.0,0.0
65.0,82.0,0.0
61.0,87.0,0.0
57.0,91.0,0.0
53.0,94.0,0.0
49.0,96.0,0.0
45.0,97.0,0.0
41.0,97.0,0.0
37.0,96.0,0.0
33.0,94.0,0.0
29.0,91.0,0.0
25.0,87.0,0.0
21.0,82.0,0.0
17.0,76.0,0.0
13.0,69.0,1.0
13.0,69.0,0.0
9.0,78.0,0.0
5.0,86.0,0.0
1.0,93.0,0.0
141.0,160.0,0.0
137.0,165.0,0.0
133.0,169.0,0.0
129.0,172.0,0.0
125.0,174.0,0.0
121.0,175.0,0.0
117.0,175.0,0.0
113.0,174.0,0.0
109.0,172.0,0.0
105.0,169.0,0.0
101.0,165.0,0.0
97.0,160.0,0.0
93.0,154.0,0.0
89.0,147.0,0.0
85.0,139.0,0.0
81.0,130.0,0.0
77.0,120.0,0.0
73.0,110.0,0.0
69.0,100.0,0.0
65.0,90.0,0.0
61.0,80.0,0.0
57.0,70.0,0.0
53.0,60.0,0.0
49.0,50.0,1.0
49.0,50.0,0.0
45.0,59.0,0.0
41.0,67.0,0.0
37.0,74.0,0.0
33.0,80.0,0.0
29.0,85.0,0.0
25.0,89.0,0.0
21.0,92.0,0.0
17.0,94.0,0.0
13.0,95.0,0.0
9.0,95.0,0.0
5.0,94.0,0.0
1.0,92.0,0.0
149.0,52.0,0.0
145.0,48.0,0.0
141.0,43.0,0.0
137.0,37.0,0.0
133.0,30.0,0.0
129.0,22.0,1.0
129.0,22.0,0.0
125.0,31.0,0.0
121.0,39.0,0.0
117.0,46.0,0.0
113.0,52.0,0.0
109.0,57.0,0.0
105.0,61.0,0.0
101.0,64.0,0.0
97.0,66.0,0.0
93.0,67.0,0.0
89.0,67.0,0.0
85.0,66.0,0.0
81.0,64.0,0.0
77.0,61.0,0.0
73.0,57.0,0.0
69.0,52.0,1.0
69.0,52.0,0.0
65.0,61.0,0.0
61.0,69.0,0.0
57.0,76.0,0.0
53.0,82.0,0.0
49.0,87.0,0.0
45.0,91.0,0.0
41.0,94.0,0.0
37.0,96.0,0.0
33.0,97.0,0.0
29.0,97.0,0.0
25.0,96.0,0.0
21.0,94.0,0.0
17.0,91.0,1.0
17.0,91.0,0.0
13.0,100.0,0.0
9.0,108.0,0.0
5.0,115.0,0.0
1.0,121.0,0.0
141.0,172.0,0.0
137.0,176.0,0.0
133.0,179.0,0.0
431.0,-32.0,0.0
427.0,-24.0,0.0
423.0,-17.0,0.0
419.0,-11.0,0.0
415.0,-6.0,0.0
411.0,-2.0,0.0
407.0,1.0,0.0
403.0,3.0,0.0
399.0,4.0,0.0
395.0,4.0,0.0
391.0,3.0,0.0
387.0,1.0,0.0
383.0,-2.0,0.0
379.0,-6.0,0.0
375.0,-11.0,0.0
371.0,-17.0,1.0
371.0,-17.0,0.0
367.0,-8.0,0.0
363.0,0.0,0.0
359.0,7.0,0.0
355.0,13.0,0.0
351.0,18.0,0.0
347.0,22.0,0.0
343.0,25.0,0.0
339.0,27.0,0.0
335.0,28.0,0.0
331.0,28.0,0.0
327.0,27.0,0.0
323.0,25.0,0.0
319.0,22.0,0.0
315.0,18.0,0.0
311.0,13.0,0.0
307.0,7.0,0.0
303.0,0.0,0.0
299.0,-8.0,0.0
295.0,-17.0,0.0
291.0,-27.0,0.0
287.0,-37.0,1.0
287.0,-37.0,0.0
283.0,-28.0,0.0
279.0,-20.0,0.0
275.0,-13.0,0.0
271.0,-7.0,0.0
267.0,-2.0,0.0
263.0,2.0,0.0
259.0,5.0,0.0
255.0,7.0,0.0
251.0,8.0,0.0
247.0,8.0,0.0
243.0,7.0,0.0
239.0,5.0,0.0
235.0,2.0,0.0
231.0,-2.0,0.0
227.0,-7.0,0.0
223.0,-13.0,0.0
219.0,-20.0,0.0
215.0,-28.0,0.0
211.0,-37.0,0.0
207.0,-47.0,0.0
203.0,-57.0,1.0
203.0,-57.0,0.0
199.0,-48.0,0.0
195.0,-40.0,0.0
191.0,-33.0,0.0
187.0,-27.0,0.0
183.0,-22.0,0.0
179.0,-18.0,0.0
175.0,-15.0,0.0
171.0,-13.0,0.0
167.0,-12.0,0.0
163.0,-12.0,0.0
159.0,-13.0,1.0
159.0,-13.0,0.0
155.0,-4.0,0.0
151.0,4.0,0.0
147.0,11.0,0.0
143.0,17.0,0.0
139.0,22.0,0.0
135.0,26.0,0.0
131.0,29.0,0.0
127.0,31.0,0.0
123.0,32.0,0.0
119.0,32.0,0.0
115.0,31.0,1.0
115.0,31.0,0.0
111.0,40.0,0.0
107.0,48.0,0.0
103.0,55.0,0.0
99.0,61.0,0.0
95.0,66.0,0.0
91.0,70.0,0.0
87.0,73.0,0.0
83.0,75.0,0.0
79.0,76.0,0.0
75.0,76.0,0.0
71.0,75.0,0.0
67.0,73.0,0.0
63.0,70.0,0.0
59.0,66.0,0.0
55.0,61.0,0.0
51.0,55.0,0.0
47.0,48.0,0.0
43.0,40.0,1.0
43.0,40.0,0.0
39.0,49.0,0.0
35.0,57.0,0.0
31.0,64.0,0.0
27.0,70.0,0.0
23.0,75.0,0.0
19.0,79.0,0.0
15.0,82.0,0.0
11.0,84.0,0.0
7.0,85.0,0.0
3.0,85.0,0.0
143.0,100.0,0.0
139.0,98.0,0.0
135.0,95.0,0.0
131.0,91.0,0.0
127.0,86.0,0.0
123.0,80.0,0.0
119.0,73.0,1.0
119.0,73.0,0.0
115.0,82.0,0.0
111.0,90.0,0.0
107.0,97.0,0.0
103.0,103.0,0.0
99.0,108.0,0.0
95.0,112.0,0.0
91.0,115.0,0.0
87.0,117.0,0.0
83.0,118.0,0.0
79.0,118.0,0.0
75.0,117.0,0.0
71.0,115.0,0.0
67.0,112.0,0.0
63.0,108.0,0.0
59.0,103.0,0.0
55.0,97.0,0.0
51.0,90.0,0.0
47.0,82.0,0.0
43.0,73.0,0.0
39.0,63.0,0.0
35.0,53.0,1.0
35.0,53.0,0.0
31.0,62.0,0.0
27.0,70.0,0.0
23.0,77.0,0.0
19.0,83.0,0.0
15.0,88.0,0.0
11.0,92.0,0.0
7.0,95.0,0.0
3.0,97.0,0.0
149.0,140.0,0.0
145.0,140.0,0.0
141.0,139.0,0.0
137.0,137.0,0.0
133.0,134.0,0.0
129.0,130.0,0.0
125.0,125.0,0.0
121.0,119.0,0.0
117.0,112.0,0.0
113.0,104.0,1.0
113.0,104.0,0.0
109.0,113.0,0.0
105.0,121.0,0.0
101.0,128.0,0.0
97.0,134.0,0.0
93.0,139.0,0.0
89.0,143.0,0.0
85.0,146.0,0.0
81.0,148.0,0.0
77.0,149.0,0.0
73.0,149.0,0.0
69.0,148.0,0.0
65.0,146.0,0.0
61.0,143.0,0.0
57.0,139.0,0.0
53.0,134.0,0.0
49.0,128.0,0.0
45.0,121.0,0.0
41.0,113.0,0.0
37.0,104.0,0.0
33.0,94.0,0.0
29.0,84.0,0.0
25.0,74.0,0.0
21.0,64.0,1.0
21.0,64.0,0.0
17.0,73.0,0.0
13.0,81.0,0.0
9.0,88.0,0.0
5.0,94.0,0.0
1.0,99.0,0.0
141.0,136.0,0.0
137.0,139.0,0.0
133.0,141.0,0.0
129.0,142.0,0.0
125.0,142.0,0.0
121.0,141.0,0.0
117.0,139.0,0.0
113.0,136.0,0.0
109.0,132.0,0.0
105.0,127.0,0.0
101.0,121.0,0.0
97.0,114.0,0.0
93.0,106.0,1.0
93.0,106.0,0.0
89.0,115.0,0.0
85.0,123.0,0.0
81.0,130.0,0.0
77.0,136.0,0.0
73.0,141.0,0.0
69.0,145.0,0.0
65.0,148.0,0.0
61.0,150.0,0.0
57.0,151.0,0.0
53.0,151.0,0.0
49.0,150.0,0.0
45.0,148.0,0.0
41.0,145.0,0.0
37.0,141.0,0.0
33.0,136.0,0.0
29.0,130.0,0.0
25.0,123.0,0.0
21.0,115.0,0.0
17.0,106.0,0.0
13.0,96.0,0.0
9.0,86.0,0.0
5.0,76.0,0.0
1.0,66.0,1.0
1.0,66.0,0.0
149.0,60.0,0.0
145.0,68.0,0.0
141.0,75.0,0.0
137.0,81.0,0.0
133.0,86.0,0.0
129.0,90.0,0.0
125.0,93.0,0.0
121.0,95.0,0.0
117.0,96.0,0.0
113.0,96.0,0.0
109.0,95.0,0.0
105.0,93.0,0.0
101.0,90.0,0.0
97.0,86.0,0.0
93.0,81.0,0.0
89.0,75.0,0.0
85.0,68.0,0.0
81.0,60.0,0.0
77.0,51.0,0.0
73.0,41.0,1.0
73.0,41.0,0.0
69.0,50.0,0.0
65.0,58.0,0.0
61.0,65.0,0.0
57.0,71.0,0.0
53.0,76.0,0.0
49.0,80.0,0.0
45.0,83.0,0.0
41.0,85.0,0.0
37.0,86.0,0.0
33.0,86.0,0.0
29.0,85.0,0.0
25.0,83.0,0.0
21.0,80.0,0.0
17.0,76.0,0.0
13.0,71.0,0.0
9.0,65.0,0.0
5.0,58.0,0.0
1.0,50.0,1.0
1.0,50.0,0.0
141.0,-21.0,0.0
137.0,-13.0,0.0
133.0,-6.0,0.0
129.0,0.0,0.0
125.0,5.0,0.0
121.0,9.0,0.0
117.0,12.0,0.0
113.0,14.0,0.0
109.0,15.0,0.0
105.0,15.0,0.0
101.0,14.0,0.0
97.0,12.0,0.0
93.0,9.0,0.0
89.0,5.0,1.0
89.0,5.0,0.0
85.0,14.0,0.0
81.0,22.0,0.0
77.0,29.0,0.0
73.0,35.0,0.0
69.0,40.0,0.0
65.0,44.0,0.0
61.0,47.0,0.0
57.0,49.0,0.0
53.0,50.0,1.0
53.0,50.0,0.0
49.0,59.0,0.0
45.0,67.0,0.0
41.0,74.0,0.0
37.0,80.0,0.0
33.0,85.0,0.0
29.0,89.0,0.0
25.0,92.0,0.0
21.0,94.0,0.0
17.0,95.0,0.0
13.0,95.0,0.0
9.0,94.0,0.0
5.0,92.0,0.0
1.0,89.0,0.0
149.0,182.0,0.0
145.0,177.0,0.0
141.0,171.0,1.0
141.0,171.0,0.0
137.0,180.0,0.0
133.0,188.0,0.0
129.0,195.0,0.0
125.0,201.0,0.0
121.0,206.0,0.0
117.0,210.0,0.0
113.0,213.0,0.0
109.0,215.0,0.0
105.0,216.0,0.0
101.0,216.0,0.0
97.0,215.0,0.0
93.0,213.0,0.0
89.0,210.0,0.0
85.0,206.0,0.0
81.0,201.0,0.0
77.0,195.0,0.0
73.0,188.0,0.0
69.0,180.0,0.0
65.0,171.0,0.0
61.0,161.0,0.0
57.0,151.0,0.0
53.0,141.0,0.0
49.0,131.0,0.0
45.0,121.0,0.0
41.0,111.0,0.0
37.0,101.0,0.0
33.0,91.0,0.0
29.0,81.0,0.0
25.0,71.0,1.0
25.0,71.0,0.0
21.0,80.0,0.0
17.0,88.0,0.0
13.0,95.0,0.0
9.0,101.0,0.0
5.0,106.0,0.0
1.0,110.0,0.0
141.0,52.0,0.0
137.0,54.0,0.0
133.0,55.0,0.0
129.0,55.0,0.0
125.0,54.0,0.0
121.0,52.0,0.0
117.0,49.0,0.0
113.0,45.0,0.0
109.0,40.0,0.0
105.0,34.0,0.0
101.0,27.0,0.0
97.0,19.0,1.0
97.0,19.0,0.0
93.0,28.0,0.0
89.0,36.0,0.0
85.0,43.0,0.0
81.0,49.0,0.0
77.0,54.0,0.0
73.0,58.0,0.0
69.0,61.0,0.0
65.0,63.0,0.0
61.0,64.0,0.0
57.0,64.0,0.0
53.0,63.0,0.0
49.0,61.0,0.0
45.0,58.0,1.0
45.0,58.0,0.0
41.0,67.0,0.0
37.0,75.0,0.0
33.0,82.0,0.0
29.0,88.0,0.0
25.0,93.0,0.0
21.0,97.0,0.0
17.0,100.0,0.0
13.0,102.0,0.0
9.0,103.0,0.0
5.0,103.0,0.0
1.0,102.0,0.0
149.0,112.0,0.0
145.0,109.0,0.0
141.0,105.0,0.0
137.0,100.0,0.0
133.0,94.0,0.0
129.0,87.0,1.0
129.0,87.0,0.0
125.0,96.0,0.0
121.0,104.0,0.0
117.0,111.0,0.0
113.0,117.0,0.0
109.0,122.0,0.0
105.0,126.0,0.0
101.0,129.0,0.0
97.0,131.0,0.0
93.0,132.0,0.0
89.0,132.0,0.0
85.0,131.0,0.0
81.0,129.0,0.0
77.0,126.0,0.0
73.0,122.0,0.0
69.0,117.0,0.0
65.0,111.0,0.0
61.0,104.0,0.0
57.0,96.0,0.0
53.0,87.0,0.0
49.0,77.0,0.0
45.0,67.0,0.0
41.0,57.0,0.0
37.0,47.0,1.0
37.0,47.0,0.0
33.0,56.0,0.0
29.0,64.0,0.0
25.0,71.0,0.0
21.0,77.0,0.0
17.0,82.0,0.0
13.0,86.0,0.0
9.0,89.0,0.0
5.0,91.0,0.0
1.0,92.0,0.0
141.0,102.0,0.0
137.0,101.0,0.0
133.0,99.0,0.0
129.0,96.0,0.0
125.0,92.0,0.0
121.0,87.0,0.0
117.0,81.0,0.0
113.0,74.0,0.0
109.0,66.0,1.0
109.0,66.0,0.0
105.0,75.0,0.0
101.0,83.0,0.0
97.0,90.0,0.0
93.0,96.0,0.0
89.0,101.0,0.0
85.0,105.0,0.0
81.0,108.0,0.0
77.0,110.0,0.0
73.0,111.0,0.0
69.0,111.0,0.0
65.0,110.0,0.0
61.0,108.0,0.0
57.0,105.0,0.0
53.0,101.0,0.0
49.0,96.0,0.0
45.0,90.0,0.0
41.0,83.0,0.0
37.0,75.0,0.0
33.0,66.0,0.0
29.0,56.0,1.0
29.0,56.0,0.0
25.0,65.0,0.0
21.0,73.0,0.0
17.0,80.0,0.0
13.0,86.0,0.0
9.0,91.0,0.0
5.0,95.0,0.0
1.0,98.0,0.0
149.0,122.0,0.0
145.0,123.0,0.0
141.0,123.0,0.0
137.0,122.0,0.0
133.0,120.0,0.0
129.0,117.0,0.0
125.0,113.0,0.0
121.0,108.0,0.0
117.0,102.0,0.0
113.0,95.0,0.0
109.0,87.0,1.0
109.0,87.0,0.0
105.0,96.0,0.0
101.0,104.0,0.0
97.0,111.0,0.0
93.0,117.0,0.0
89.0,122.0,0.0
85.0,126.0,0.0
81.0,129.0,0.0
77.0,131.0,0.0
73.0,132.0,0.0
69.0,132.0,0.0
65.0,131.0,0.0
61.0,129.0,0.0
57.0,126.0,0.0
53.0,122.0,0.0
49.0,117.0,0.0
45.0,111.0,0.0
41.0,104.0,0.0
37.0,96.0,0.0
33.0,87.0,0.0
29.0,77.0,0.0
25.0,67.0,1.0
25.0,67.0,0.0
21.0,76.0,0.0
17.0,84.0,0.0
13.0,91.0,0.0
9.0,97.0,0.0
5.0,102.0,0.0
1.0,106.0,0.0
141.0,69.0,0.0
137.0,71.0,0.0
133.0,72.0,0.0
129.0,72.0,0.0
125.0,71.0,0.0
121.0,69.0,0.0
117.0,66.0,0.0
113.0,62.0,0.0
109.0,57.0,0.0
105.0,51.0,0.0
101.0,44.0,0.0
97.0,36.0,0.0
93.0,27.0,1.0
93.0,27.0,0.0
89.0,36.0,0.0
85.0,44.0,0.0
81.0,51.0,0.0
77.0,57.0,0.0
73.0,62.0,0.0
69.0,66.0,0.0
65.0,69.0,0.0
61.0,71.0,0.0
57.0,72.0,0.0
53.0,72.0,0.0
49.0,71.0,0.0
45.0,69.0,0.0
41.0,66.0,0.0
37.0,62.0,0.0
33.0,57.0,0.0
29.0,51.0,1.0
29.0,51.0,0.0
25.0,60.0,0.0
21.0,68.0,0.0
17.0,75.0,0.0
13.0,81.0,0.0
9.0,86.0,0.0
5.0,90.0,0.0
1.0,93.0,0.0
149.0,124.0,0.0
145.0,125.0,0.0
141.0,125.0,0.0
137.0,124.0,0.0
133.0,122.0,0.0
129.0,119.0,0.0
125.0,115.0,0.0
121.0,110.0,0.0
117.0,104.0,0.0
113.0,97.0,0.0
109.0,89.0,0.0
105.0,80.0,0.0
101.0,70.0,0.0
97.0,60.0,0.0
93.0,50.0,1.0
93.0,50.0,0.0
89.0,59.0,0.0
85.0,67.0,0.0
81.0,74.0,0.0
77.0,80.0,0.0
73.0,85.0,0.0
69.0,89.0,0.0
65.0,92.0,0.0
61.0,94.0,0.0
57.0,95.0,0.0
53.0,95.0,0.0
49.0,94.0,0.0
45.0,92.0,0.0
41.0,89.0,0.0
37.0,85.0,0.0
33.0,80.0,0.0
29.0,74.0,0.0
25.0,67.0,0.0
21.0,59.0,0.0
17.0,50.0,1.0
17.0,50.0,0.0
13.0,59.0,0.0
9.0,67.0,0.0
5.0,74.0,0.0
1.0,80.0,0.0
141.0,110.0,0.0
137.0,114.0,0.0
133.0,117.0,0.0
129.0,119.0,0.0
125.0,120.0,0.0
121.0,120.0,0.0
117.0,119.0,0.0
113.0,117.0,0.0
109.0,114.0,0.0
105.0,110.0,0.0
101.0,105.0,0.0
97.0,99.0,0.0
93.0,92.0,0.0
89.0,84.0,0.0
85.0,75.0,0.0
81.0,65.0,0.0
77.0,55.0,0.0
73.0,45.0,0.0
69.0,35.0,1.0
69.0,35.0,0.0
65.0,44.0,0.0
61.0,52.0,0.0
57.0,59.0,0.0
53.0,65.0,0.0
49.0,70.0,0.0
45.0,74.0,0.0
41.0,77.0,0.0
37.0,79.0,0.0
33.0,80.0,0.0
29.0,80.0,0.0
25.0,79.0,0.0
21.0,77.0,0.0
17.0,74.0,0.0
13.0,70.0,0.0
9.0,65.0,0.0
5.0,59.0,0.0
1.0,52.0,0.0
149.0,-44.0,1.0
149.0,-44.0,0.0
145.0,-35.0,0.0
141.0,-27.0,0.0
137.0,-20.0,0.0
133.0,-14.0,0.0
129.0,-9.0,0.0
